adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
big,491,dimension,0.691666667,sub,-0.0059070089683633089,0.0020953378448346095,2.5188619649502577e-17,0.005907008968363334,"[0.7449186991869918, 0.56425871482570344, 0.75703485930281389]",2,"great big ,big black ,big brown ,big brown ,big red ,big long ,big black ,big long ,big long ,nice big ,big black ,big black ,big brown ,good big ,pretty big ,great big ,pretty big ,big red ,great big ,great big ,great big ,big bad ,big bad ,big bad ,big bad ,big brown ,big fat ,big bad ,big bad ,new big ,nice big ,big bad ,big long ,big round ,big round ,great big ,great big ,great big ,great big ,great big ,nice big ,nice big ,big old ,great big ,great big ,nice big ,big long ,big steep ,big long ,great big ,big tall ,big long ,big tall ,big deep ,big long ,big long ,big long ,big red ,big yellow ,pretty big ,big old ,great big ,great big ,big comfy ,big comfy ,big comfy ,big comfy ,great big ,big comfy ,nice big ,big strong ,great big ,great big ,big round ,big long ,big long ,big long ,big long ,big fat ,big long ,big fat ,big fat ,big fat ,big fat ,big fat ,great big ,big bad ,big bad ,big red ,great big ,big fat ,big long ,big long ,big fat ,big long ,big smiley ,mean big ,big fat ,big black ,big black ,big black ,big long ,big fat ,big long ,big long ,big long ,big long ,great big ,big red ,big red ,big red ,big red ,great big ,great big ,great big ,great big ,big red ,nice big ,big fat ,big long ,big long ,big fat ,nice big ,great big ,great big ,big fat ,big grey ,great big ,big black ,great big ,big red ,big red ,big fat ,big heavy ,big tall ,big heavy ,big heavy ,big heavy ,big heavy ,big orange ,big loud ,pretty big ,pretty big ,big red ,great big ,great big ,great big ,big soft ,big rough ,big red ,big bad ,great big ,big bad ,big old ,great big ,good big ,big red ,big red ,big red ,great big ,big blue ,big white ,big red ,big red ,big red ,great big ,great big ,pretty big ,beautiful big ,big tall ,big long ,big nasty ,big red ,great big ,great big ,great big ,great big ,pretty big ,big nasty ,pretty big ,pretty big ,great big ,pretty big ,great big ,great big ,big nasty ,big yellow ,pretty big ,great big ,big brown ,big brown ,big strong ,big blue ,big blue ,beautiful big ,nice big ,nice big ,big strong ,big brown ,beautiful big ,beautiful big ,big brown ,big fluffy ,big fluffy ,big fluffy ,big black ,big black ,beautiful big ,big brown ,big brown ,big orange ,big blue ,big blue ,big french ,big strong ,beautiful big ,nice big ,great big ,big strong ,big strong ,big white ,big white ,beautiful big ,nice big ,big strong ,big orange ,big blue ,big blue ,big blue ,big orange ,big fluffy ,big strong ,big strong ,big strong ,nice big ,nice big ,nice big ,big strong ,big blue ,big orange ,big brown ,big brown ,big strong ,big strong ,big strong ,nice big ,big black ,big brown ,big brown ,big brown ,great big ,big round ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big round ,big brown ,big strong ,big black ,big brown ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big strong ,big strong ,big black ,big strong ,big strong ,big strong ,big green ,big brown ,big brown ,big strong ,big blue ,big blue ,big blue ,big strong ,beautiful big ,big fluffy ,big red ,big blue ,beautiful big ,big blue ,big orange ,big white ,big blue ,nice big ,big black ,beautiful big ,nice big ,nice big ,big blue ,big strong ,big brown ,big brown ,big brown ,nice big ,nice big ,big black ,big blue ,big fluffy ,big brown ,big strong ,big black ,beautiful big ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big white ,big brown ,big brown ,big yellow ,big round ,big blue ,big black ,beautiful big ,big strong ,beautiful big ,big french ,big fluffy ,big brown ,nice big ,big strong ,big fluffy ,big black ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big white ,big strong ,nice big ,big fluffy ,big french ,big french ,big black ,big red ,nice big ,big fluffy ,beautiful big ,nice big ,big black ,beautiful big ,big round ,big brown ,big brown ,big strong ,big black ,big black ,big fluffy ,big fluffy ,nice big ,nice big ,big tall ,big wool ,big fluffy ,beautiful big ,big black ,big red ,big strong ,big blue ,big round ,big white ,big fluffy ,big brown ,nice big ,big blue ,big strong ,big yellow ,beautiful big ,big green ,nice big ,big strong ,big white ,big strong ,nice big ,good big ,big brown ,good big ,big brown ,big brown ,big old ,big brown ,big orange ,big blue ,big blue ,beautiful big ,big strong ,big strong ,nice big ,big brown ,big brown ,big brown ,big brown ,big huge ,great big ,big grey ,big orange ,big gold ,big gold ,big strong ,big strong ,big orange ,big strong ,big red ,big black ,big yellow ,big red ,big black ,big huge ,big brown ,big yellow ,big green ,big brown ,beautiful big ,big black ,big white ,big black ,big green ,big huge ,big orange ,big orange ,big french ,big bad ,big bad ,big bad ,big bad ,big fluffy ,big strong ,big blue ,big brown ,good big ,big brown ,big brown ,big brown ,big brown ,nice big ,big brown ,big brown ,big brown ,big yellow ,big hard ,nice big ,nice big ,big sad ,big sad ,big sad ,big long ,major big ,big french ,big heavy ,big fat ,big fat ,big fierce ,big fierce ,nice big ,big fat ,great big ,nice big ,big bad ,big bad ,","wee big ,big bad ,big bad ,wee big ,big bad ,big bad ,big bad ,big bad ,wee big ,big brown ,big brown ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big little ,big heavy ,big round ,big round ,big round ,big round ,great big ,great big ,great big ,great big ,great big ,big long ,big long ,big scary ,big long ,great big ,great big ,great big ,pretty big ,big tiny ,big tiny ,little big ,big bad ,great big ,great big ,great big ,great big ,great big ,great big ,big bad ,big bad ,big bad ,big bad ,big bad ,great big ,great big ,big bad ,big pretty ,long big ,big little ,big huge ,great big ,big bad ,big bad ,big bad ,big white ,big white ,big white ,big brown ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big brown ,great big ,big white ,big white ,big brown ,big brown ,big white ,big little ,little big ,big little ,big pretty ,big good ,big tall ,big tall ,big hot ,big old ,big old ,big red ,big red ,big blue ,big blue ,big blue ,big blue ,big blue ,nice big ,nice big ,nice big ,dear big ,nice big ,big white ,big white ,dear big ,big white ,big red ,big blue ,little big ,big blue ,big red ,big red ,big red ,big white ,big yellow ,big red ,nice big ,nice big ,big blue ,big white ,big white ,big brown ,big brown ,big red ,big red ,big red ,big red ,big high ,big white ,big blue ,yellow big ,big blue ,white big ,big blue ,big brown ,big green ,big white ,big green ,big green ,big blue ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big white ,big white ,big white ,big brown ,big red ,big brown ,big green ,big white ,big white ,big white ,nice big ,big green ,big green ,big white ,big huge ,big huge ,big white ,fun big ,nice big ,big dirty ,nice big ,big red ,big wooden ,nice big ,big yellow ,big green ,big wooden ,big white ,big huge ,big strong ,big hard ,big red ,big white ,big dirty ,big dirty ,big brown ,big tall ,big huge ,big dirty ,big red ,little big ,big long ,big long ,big huge ,big huge ,big wooden ,big wooden ,big red ,big brown ,big huge ,big yellow ,big huge ,big red ,big huge ,big huge ,big strong ,big huge ,big huge ,big green ,nice big ,big huge ,big scary ,big high ,big tall ,big white ,big old ,little big ,big strong ,big brown ,big brown ,big brown ,big wooden ,big large ,big brown ,big red ,big hard ,big small ,big small ,big small ,big small ,big old ,big red ,big red ,big red ,great big ,big bad ,big bad ,big sad ,big french ,big sad ,great big ,big green ,great big ,"
french,8,nationality,0.278888889,lexical,0.13023743016759781,0.94444444444444442,0.99965083798882681,0.869413407821229,"[0.05555555555555555, 0.00034916201117318437, 0.13058659217877094]",2,"little french ,little french ,big french ,big french ,big french ,big french ,big french ,big french ,","big french ,"
fun,14,value,0.872857143,input,0.0098188498270035795,0.0260476204084743,0.011086358223560676,0.0012675083965570969,"[0.8333333333333334, 0.87123862841147659, 0.92984604618614419]",2,"fun little ,fun little ,fun pink ,fun old ,fun old ,pretty fun ,pretty fun ,fun little ,fun little ,fun old ,fun old ,fun little ,fun old ,fun little ,","fun close ,fun little ,blue fun ,blue fun ,blue fun ,blue fun ,fun back ,fun big ,"
wrong,1,value,0.452222222,sub,-0.52229188436084983,0.25,0.13044235458028564,0.65273423894113547,"[0.75, 0.86955764541971436, 0.34726576105886453]",2,"wrong little ,","open wrong ,"
merry,1,human,0.72,input,-0.36328503729716688,0.421875,0.010168843805639049,0.37345388110280592,"[0.75, 0.21664925113200975, 0.7201323580633926]",2,"merry old ,","merry brown ,merry brown ,merry old ,"
tall,5,dimension,0.675882353,input,0.031097194560807812,0.70606674382716039,0.039793080405107338,0.0086958858442995265,"[0.08333333333333333, 0.55336588768747819, 0.69462853156609694]",2,"big tall ,big tall ,big tall ,big tall ,big tall ,","big tall ,big tall ,big tall ,big tall ,"
precious,N/A,value,0.755,N/A,0.0,0.5,0.5,0.5,not in input,2,,"precious little ,"
strong,52,physical,0.64375,input,0.29608765524217506,0.9719642725202684,0.33395829240385444,0.037870637161679356,"[0.009433962264150943, 0.30620567375886526, 0.66418439716312061]",2,"big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,thick strong ,thick strong ,thick strong ,thick strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,thick strong ,","big strong ,big strong ,big strong ,"
dry,1,physical,0.3375,sub,-0.06635318704284221,0.75,0.69035179380006961,0.75670498084291182,"[0.25, 0.30964820619993033, 0.24329501915708812]",2,"nice dry ,","nice dry ,"
scary,N/A,value,0.723333333,N/A,0.0,0.25,0.25,0.25,not in input,2,,"big scary ,big scary ,"
great,54,value,0.838,input,-0.12700985812754789,0.81054605055553686,0.048237765638688451,0.17524762376623634,"[0.990909090909091, 0.8765081618168914, 0.92707594038325059]",2,"great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great long ,great big ,great big ,great big ,great little ,great big ,great big ,great big ,great little ,great little ,great big ,great big ,great little ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,","great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great concrete ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great concrete ,great big ,great big ,great big ,"
short,3,dimension,0.54,input,-0.073370512373649333,0.875,0.44667131404670612,0.52004182642035546,"[0.125, 0.55332868595329388, 0.47995817357964449]",2,"new short ,little short ,pretty short ,","wee short ,"
ripe,N/A,age,0.241666667,N/A,0.0,0.25,0.25,0.25,not in input,2,,"red ripe ,red ripe ,"
wooden,20,material,0.255454545,lexical,0.39680361282202237,0.88648793975712148,0.96542521865575581,0.56862160583373345,"[0.023809523809523808, 0.0070126227208976155, 0.1067671809256662]",2,"little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,beautiful wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,","big wooden ,big wooden ,big wooden ,big wooden ,big wooden ,"
light,3,physical,0.562,input,-0.029457951703394075,0.095367431640625,0.0028406131138626282,0.032298564817256702,"[0.625, 0.30951551063088184, 0.50331125827814571]",2,"faint light ,light waterproof ,light waterproof ,","light happy ,light red ,light red ,light red ,light red ,"
past,N/A,temporal,0.277692308,N/A,0.0,0.5,0.5,0.5,not in input,2,,"nice past ,"
grey,9,color,0.2810714285,input,0.030676721522834183,0.90249999999999997,0.7867807730094627,0.75610405148662851,"[0.05, 0.11299336360461054, 0.13045756199790429]",2,"brown grey ,brown grey ,blue grey ,big grey ,old grey ,old grey ,big grey ,little grey ,little grey ,","little grey ,old grey ,"
large,N/A,dimension,0.548181818,N/A,0.0,0.5,0.5,0.5,not in input,2,,"big large ,"
concrete,N/A,material,0.302857143,N/A,0.0,0.25,0.25,0.25,not in input,2,,"great concrete ,great concrete ,"
bad,19,value,0.71625,input,-9.6007004787379245e-23,0.18210681300908807,5.7029657468129192e-38,9.6007004787379304e-23,"[0.075, 0.87188923939712581, 0.71836663161584302]",2,"awful bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,bad little ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,","big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,bad nice ,bad nice ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,"
stupid,1,human,0.6575,input,-0.46064089167537448,0.75,0.21664925113200975,0.6772901428073842,"[0.75, 0.21664925113200975, 0.6772901428073842]",2,"stupid little ,","stupid old ,"
green,55,color,0.208461538,input,-0.061353871966463247,0.3654710519588758,0.29831009794127866,0.35966396990774191,"[0.044642857142857144, 0.10667376641817536, 0.079162229321973726]",2,"little green ,little green ,little green ,little green ,little green ,green yellow ,nice green ,little green ,little green ,small green ,small green ,bright green ,nice green ,little green ,little green ,nice green ,little green ,big green ,little green ,nice green ,little green ,little green ,nice green ,bright green ,green cross ,nice green ,little green ,nice green ,nice green ,nice green ,little green ,bright green ,small green ,bright green ,bright green ,little green ,bright green ,little green ,little green ,small green ,small green ,nice green ,little green ,nice green ,big green ,little green ,little green ,little green ,little green ,little green ,big green ,big green ,little green ,little green ,little green ,","blue green ,green little ,little green ,little green ,little green ,yellow green ,yellow green ,orange green ,big green ,big green ,big green ,big green ,big green ,big green ,big green ,big green ,big green ,"
dirty,9,physical,0.504,input,0.074862653568188608,0.31640625,0.22783464106041487,0.15297198749222626,"[0.25, 0.30911631156129932, 0.37460705553615087]",2,"old dirty ,old dirty ,old dirty ,old dirty ,little dirty ,dirty little ,huge dirty ,nasty dirty ,dirty horrible ,","big dirty ,big dirty ,big dirty ,big dirty ,"
small,19,dimension,0.513,sub,-0.11318778189860176,0.000244140625,0.0396998358056272,0.15288761770422896,"[0.875, 0.55362776025236593, 0.37469330529267436]",2,"pretty small ,small little ,small little ,small gentle ,small little ,cool small ,small green ,small green ,small red ,small red ,small red ,small red ,small red ,small red ,small green ,small green ,small green ,small red ,small red ,","big small ,big small ,big small ,big small ,"
fresh,9,age,0.448181818,sub,-0.073569414973143621,0.095000000000000001,0.37491266375812232,0.44848207873126594,"[0.05, 0.24991267900803354, 0.33950401676563047]",2,"good fresh ,good fresh ,nice fresh ,nice fresh ,nice fresh ,nice fresh ,nice fresh ,clean fresh ,clean fresh ,","fresh good ,nice fresh ,"
nice,227,value,0.725833333,lexical,0.21622587877920377,0.0065418377837815631,0.2222742219450968,0.0060483431658930244,"[0.9890350877192983, 0.90113421550094519, 0.73988657844990546]",2,"nice big ,nice new ,nice new ,nice new ,nice new ,pretty nice ,pretty nice ,nice white ,nice little ,nice big ,nice little ,nice clean ,nice little ,nice little ,nice big ,nice big ,nice little ,nice little ,nice little ,nice big ,nice cold ,nice new ,nice new ,nice new ,nice cold ,nice cozy ,nice yellow ,nice little ,nice little ,nice big ,nice little ,nice little ,nice warm ,nice little ,nice clean ,nice pretty ,nice full ,nice warm ,nice full ,nice full ,nice little ,nice pretty ,nice warm ,nice cool ,nice cool ,nice warm ,nice fresh ,nice clean ,nice clean ,nice clean ,nice big ,nice big ,nice comfy ,nice comfy ,nice clean ,nice comfy ,nice fresh ,nice fresh ,nice fresh ,nice little ,nice little ,nice little ,nice little ,nice little ,nice blue ,nice little ,nice little ,nice little ,nice little ,nice little ,nice dry ,nice little ,nice little ,nice little ,nice fluffy ,nice little ,nice little ,nice little ,nice blue ,nice blue ,nice big ,nice big ,nice red ,nice green ,nice clean ,nice red ,nice clean ,nice blue ,nice smooth ,nice bright ,nice big ,nice long ,nice long ,nice soft ,nice big ,nice green ,nice big ,nice big ,nice big ,nice white ,nice white ,nice smooth ,nice little ,nice big ,nice blue ,nice soft ,nice red ,nice blue ,nice green ,nice red ,nice bright ,nice plastic ,nice plastic ,nice green ,nice little ,nice little ,nice plastic ,nice blue ,nice red ,nice soft ,nice blue ,nice blue ,nice red ,nice big ,nice plastic ,nice plastic ,nice big ,nice big ,nice bright ,nice blue ,nice blue ,nice big ,nice blue ,nice big ,nice bright ,nice blue ,nice blue ,nice clean ,nice fresh ,nice blue ,nice blue ,nice smooth ,nice blue ,nice green ,nice red ,nice red ,nice red ,nice green ,nice green ,nice green ,nice green ,nice little ,nice big ,nice soft ,nice blue ,nice bright ,nice little ,nice red ,nice big ,nice little ,nice warm ,nice soft ,nice blue ,nice soft ,nice hot ,nice big ,nice red ,nice bright ,nice big ,nice little ,nice new ,nice warm ,nice bright ,nice little ,nice plastic ,nice warm ,nice big ,nice warm ,nice big ,nice bright ,nice green ,nice bright ,nice big ,nice red ,nice green ,nice big ,nice big ,nice red ,nice warm ,nice warm ,nice bright ,nice bright ,nice bright ,nice blue ,nice big ,nice blue ,nice hot ,nice blue ,nice gentle ,nice red ,nice red ,nice bright ,nice bright ,nice warm ,nice red ,nice little ,nice warm ,nice red ,nice little ,nice big ,nice little ,nice little ,nice big ,nice little ,nice little ,nice big ,nice little ,nice little ,nice little ,nice big ,nice little ,nice clean ,nice clean ,nice red ,nice big ,nice little ,nice cheap ,","nice little ,nice new ,nice new ,nice new ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice fresh ,bad nice ,bad nice ,nice past ,nice posh ,nice little ,nice posh ,nice hot ,nice posh ,nice dry ,nice big ,nice big ,nice big ,nice big ,nice orange ,nice big ,nice big ,nice big ,nice big ,nice big ,nice big ,nice orange ,little nice ,nice big ,nice little ,nice little ,"
round,11,shape,0.23875,lexical,0.27606747741160886,0.512908935546875,0.91399182331615791,0.63792434590454905,"[0.125, 0.017825934987766516, 0.085983921705697311]",2,"big round ,big round ,little round ,big round ,little round ,big round ,big round ,big round ,big round ,round yellow ,big round ,","big round ,big round ,big round ,big round ,little round ,"
mean,5,human,0.712727273,lexical,0.5008719916288803,0.41666666666666663,0.78374607603766999,0.28287408440878969,"[0.5833333333333334, 0.21625392396232995, 0.71712591559121031]",2,"mean big ,mean hot ,mean good ,instant mean ,instant mean ,","old mean ,"
